خودرو,تیپ,نوع رنگ,مدل,کارکرد,بیمه,گیربکس,موتور,شاسی,بدنه,عکس,قیمت,شهر
206,2,سفید,1399,104000,5,دنده,سالم,سالم و پلمپ,سالم و بی خط و خش ,دارد,375000000,لاهیجان
206,2,خاکستری,1389,349000,6,دنده ای,سالم,ضربه ,دور رنگ,دارد,300000000,ماهدشت
206,2,نقره ای,1383,467000,ندارد,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,255000000,ماهدشت
206,2,سفید,1394,133000,6,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,470000000,ماهدشت
206,2,سفید,1397,178000,1,دنده ای,سالم,سالم و پلمپ,خط و خش جزئی,دارد,460000000,ماهدشت
206,2,بژ,1383,385000,11,دنده ای,سالم,سالم و پلمپ,دور رنگ,دارد,238000000,ماهدشت
206,2,سفید,1401,69000,4,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,650000000,ماهدشت
206,2,سفید,1396,170000,3,دنده ای,سالم,سالم و پلمپ,رنگ شدگی در 4 ناحیه,دارد,440000000,ماهدشت
206,2,سفید,1389,300000,5,دنده ای,سالم,سالم و پلمپ,خط و خش جزئی,دارد,310000000,ماهدشت
206,2,سفید صدفی,1398,75000,5,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,520000000,ماهدشت
206,2,مشکی,1382,400000,12,دنده ای,سالم,سالم و پلمپ,دور رنگ,دارد,229000000,ماهدشت
206,2,سفید,1390,270000,1,دنده ای,سالم,سالم و پلمپ,خط و خش جزئی,دارد,340000000,بیرجند
206,2,مشکی,1399,107000,6,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,558000000,بیرجند
206,2,نقره ای,1395,350000,11,دنده ای,,سالم و پلمپ,خط و خش جزئی,دارد,265000000,بیرجند
206,2,سفید,1390,270000,2,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,398000000,بیرجند
206,2,سفید,1390,330000,12,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,395000000,بیرجند
206,2,سفید,1399,78000,6,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,553000000,بیرجند
206,2,سفید,1400,46600,6,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,600000000,بیرجند
206,2,مشکی,1381,450000,10,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,250000000,بیرجند
206,2,نقره ای,1384,450000,6,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,268000000,بیرجند
206,2,سفید,1389,260000,6,دنده ای,سالم,ضربه ,تمام رنگ,دارد,350000000,بیرجند
206,2,نقره ای,1383,400000,10,دنده ای,سالم,سالم و پلمپ,دور رنگ,دارد,273000000,تبریز
206,2,سفید,1391,220000,4,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,405000000,تبریز
206,2,سفید,1397,105000,3,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,473000000,تبریز
206,2,یشمی,1382,400000,1,دنده ای,سالم,سالم و پلمپ,تمام رنگ,دارد,130000000,تبریز
206,2,نقرآبی,1383,316235,2,دنده ای,سالم,سالم و پلمپ,دور رنگ,دارد,250000000,تبریز
206,2,سفید,1401,58000,6,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,605000000,تبریز
206,2,مشکی,1388,390000,11,دنده ای,سالم,,دور رنگ,دارد,300000000,تبریز
206,2,گیلاسی,1401,47800,6,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,638000000,تبریز
206,2,سفید,1401,0,4,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,705000000,تبریز
206,2,بژ,1383,500000,10,دنده ای,تصادفی,سالم و پلمپ,دور رنگ,دارد,220000000,تبریز
206,2,خاکستری,1389,320000,11,دنده ای,تصادفی,سالم و پلمپ,رنگ شدگی در 4 ناحیه,دارد,267000000,تبریز
206,2,نقره ای,1383,57057,9,دنده ای,تعویضی,سالم و پلمپ,دور رنگ,دارد,295000000,تبریز
206,2,سفید,1397,130000,10,دنده ای,سالم,ضربه خورده,رنگ شدگی در 5 ناحیه,دارد,420000000,تبریز
206,2,خاکستری,1384,460000,1,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,278000000,تبریز
206,2,مشکی,1380,40000,12,دنده ای,سالم,سالم و پلمپ,دور رنگ,دارد,185000000,تبریز
206,2,سفید,1388,293000,6,دنده ای,سالم,سالم و پلمپ,دور رنگ,دارد,345000000,تهران
206,2,سفید,1400,65000,10,دنده ای,سالم,سالم و پلمپ,خط و خش جزئی,دارد,640000000,تهران
206,2,مشکی,1384,235000,4,دنده ای,سالم,سالم و پلمپ,دور رنگ,دارد,225000000,تهران
206,2,نقره ای,1383,245000,11,دنده ای,سالم,سالم و پلمپ,دور رنگ,دارد,245000000,تهران
206,2,سفید,1387,100000,8,دنده ای,سالم,سالم و پلمپ,خط و خش جزئی,دارد,400000000,تهران
206,2,سفید,1391,200000,3,دنده ای,سالم,ضربه خورده,تمام رنگ,دارد,320000000,تهران
206,2,سفید,1388,230000,2,دنده ای,سالم,سالم و پلمپ,خط و خش جزئی,دارد,365000000,تهران
206,2,بژ,1383,400000,5,دنده ای,سالم,سالم و پلمپ,رنگ شدگی در 1 ناحیه,دارد,247000000,تهران
206,2,مشکی,1389,246000,4,دنده ای,سالم,سالم و پلمپ,خط و خش جزئی,دارد,370000000,تهران
206,2,سفید,1398,164000,10,دنده ای,سالم,سالم و پلمپ,خط و خش جزئی,دارد,520000000,تهران
206,2,سفید,1401,130000,4,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,720000000,تهران
206,2,سفید,1401,60000,10,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,630000000,بوشهر
206,2,سفید,1400,102000,8,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,565000000,بوشهر
206,2,مشکی,1398,180000,5,دنده ایی,سالم,ضربه خورده,سالم و بی خط و خش,دارد,500000000,بوشهر
206,2,خاکستری,1388,450000,8,دنده ای,سالم,سالم و پلمپ,دور رنگ,دارد,340000000,بوشهر
206,2,البالویی,1389,270000,7,دنده ای,سالم,سالم و پلمپ,خط و خش جزئی,دارد,320000000,بوشهر
206,2,نقره ای,1386,320000,ندارد,دنده ای,تعویضی,ضربه خورده,رنگ شدگی در  ناحیه,دارد,320000000,بوشهر
206,2,بنفش,1398,162000,7,دنده ای,سالم,سالم و پلمپ,خط و خش جزئی,دارد,510000000,بوشهر
206,2,سفید,1391,250000,6,دنده ای,سالم,سالم و پلمپ,رنگ شدگی در 1 ناحیه,دارد,400000000,بوشهر
206,2,یشمی,1381,480000,8,دنده ای,تعویضی,سالم و پلمپ,دور رنگ,دارد,190000000,بوشهر
206,2,ذغالی,1391,200000,12,دنده ای,سالم,ضربه خورده,دور رنگ,دارد,300000000,بوشهر
206,2,نقره ای,1380,300000,6,دنده ای,سالم,سالم و پلمپ,تمام رنگ,دارد,195000000,زاهدان
206,2,سفید,1384,350000,6,دنده ای,سالم,سالم و پلمپ,دور رنگ,دارد,198000000,زاهدان
206,2,نقره ای,1382,330000,11,دنده ای,سالم,سالم و پلمپ,تمام رنگ,دارد,225000000,زاهدان
206,2,سفید,1387,260000,5,دنده ای,سالم,سالم و پلمپ,رنگ شدگی در 2 ناحیه,دارد,275000000,زاهدان
206,2,سفید,1400,8000,11,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,639000000,زاهدان
206,2,سفید,1401,51000,4,دنده ای,سالم,سالم و پلمپ,خط و خش جزئی,دارد,620000000,زاهدان
206,2,سفید,1398,30000,3,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,600000000,زاهدان
206,2,مشکی,1380,410000,8,دنده ای,سالم,سالم و پلمپ,تمام رنگ,دارد,190000000,زاهدان
206,2,سفید,1397,100000,12,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,525000000,زاهدان
206,2,یشمی,1381,300000,10,دنده ای,سالم,سالم و پلمپ,خط و خش جزئی,دارد,195000000,زاهدان
206,2,خاکستری,1389,218٬000,6,دنده,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,۳۹۸٬۰۰۰٬۰۰۰,تبریز
206,2,سفید صدفی,1389,۳۲۰٬۰۰۰,8,دنده,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,۳۷۰٬۰۰۰٬۰۰۰,تبریز
206,2,سفید صدفی,1396,۱۴۰٬۰۰۰,6,دنده,سالم,سالم و پلمپ ,سالم و بی خط و خش,دارد,۵۱۳٬۰۰۰٬۰۰۰,تبریز
206,2,سفید,1395,۲۵۰٬۰۰۰,12,دنده,سالم,سالم و پلمپ ,سالم و بی خط و خش,دارد,۴۷۰٬۰۰۰٬۰۰۰,تبریز
206,2,آبی,1395,۱۵۹٬۰۰۰,9,دنده,سالم,سالم و پلمپ,خط و خش جزئی,دارد,۴۴۰٬۰۰۰٬۰۰,تبریز
206,2,بژ,1385,۲۵۰٬۰۰۰,4,دنده,سالم,سالم و پلمپ ,تمام ,دارد,۲۲۵٬۰۰۰٬۰۰۰,تبریز
206,2,سفید,1389,۲۰۰٬۰۰۰,11,دنده,سالم,سالم و پلمپ ,سالم و بی خط و خش,دارد,۳۵۳٬۰۰۰٬۰۰۰,تبریز
206,2,سفید,1389,۲۳۹٬۰۰۰,11,دنده,سالم,سالم و پلمپ,خط و خش جزئی,دارد,۳۷۵٬۰۰۰٬۰۰۰,تبریز
206,2,سفید,1389,۳۰۰٬۰۰۰,3,دنده,سالم,,خط و خش جزئی,دارد,۳۵۵٬۰۰۰٬۰۰۰,تبریز
206,2,خاکستری,1383,۳۵۰٬۰۰۰,11,دنده,سالم,سالم و پلمپ,خط و خش جزئی,دارد,۲۱۷٬۰۰۰٬۰۰۰,تبریز
206,2,نقره,1383,۱۱۱٬۱۱۱,11,دنده,سالم, سالم و پلمپ,دور رنگ,دارد,۲۳۰٬۰۰۰٬۰۰۰,یزد
206,2,نقره,1384,۴۰۰٬۰۰۰,6,دنده,سالم,سالم و پلمپ,سالم و بی خط و خش,ندارد,۲۶۵٬۰۰۰٬۰۰۰,یزد
206,2,سفید,1388,۱۴۲٬۰۰۰,6,دنده,سالم,سالم و پلمپ,رنگ ,دارد,۱۴۰٬۰۰۰٬۰۰۰,یزد
206,2,نقره,1383,۳۵۰٬۰۰۰,ندارد,دنده,سالم,سالم و پلمپ,خط و خش جزئی,دارد,۲۶۰٬۰۰۰٬۰۰۰,یزد
206,2,سفید,1399,۵۹٬۰۰۰,11,دنده,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,۶۰۰٬۰۰۰٬۰۰۰,یزد
206,2,دلفینی,1388,۳۲۹٬۰۰۰,6,دنده,سالم,سالم و پلمپ,خط و خش جزئی,دارد,۳۱۵٬۰۰۰٬۰۰۰,یزد
206,2,دلفینی,1383,۵۰۰٬۰۰۰,12,دنده,سالم,سالم و پلمپ,دور رنگ,دارد,۲۷۰٬۰۰۰٬۰۰۰,یزد
206,2,نقره,1385,۲۸۵٬۰۰۰,5,دنده,سالم,ضربه ,رنگ ,دارد,۲۱۵٬۰۰۰٬۰۰۰,یزد
206,2,نقره,1384,۴۲۵٬۶۵۵,7,دنده,سالم,ضربه ,دور رنگ,دارد,۱۵۵٬۰۰۰٬۰۰۰,یزد
206,2,بژ,1384,۳۷۰٬۰۰۰,10,دنده,سالم,سالم و پلمپ,خط و خش جزئی,دارد,۲۶۹٬۰۰۰٬۰۰۰,یزد
206,2,سفید,1400,48000,6,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,600000000,رشت
206,2,سفید,1391,147000,6,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,455000000,رشت
206,2,سفید,1388,290000,5,دنده ای,سالم,سالم و پلمپ,دور رنگ,ندارد,340000000,رشت
206,2,سفید,1401,46000,8,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,635000000,رشت
206,2,سفید,1394,180000,ندارد,دنده ای,,,رنگ شدگی در 2 ناحیه,دارد,410000000,رشت
206,2,سفید,1389,174000,7,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,380000000,رشت
206,2,نقره ای,1386,300000,6,دنده ای,تعویضی,ضربه خورده,تصادفی,دارد,120000000,رشت
206,2,سفید,1388,200000,5,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,388000000,رشت
206,2,سفید,1400,45000,3,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,612000000,رشت
206,2,بژ,1384,111111,7,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,252000000,رشت
206,2,سفید,1400,80000,ندارد,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,640000000,سمنان
206,2,سفید,1400,100000,8,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,575000000,سمنان
206,2,مشکی,1399,180000,5,دنده ای,سالم, سالم و پلمپ,سالم و بی خط و خش,دارد,545000000,سمنان
206,2,نقره ای,1388,530000,6,دنده ای,سالم,ضربه خورده,دور رنگ,دارد,310000000,سمنان
206,2,قرمز,1389,270000,8,دنده ای,سالم,سالم و پلمپ,رنگ شدگی در 1 ناحیه,دارد,345000000,سمنان
206,2,خاکستری,1386,320000,ندارد,دنده ای,تعویضی,ضربه خورده,رنگ شدگی در 1 ناحیه,دارد,285000000,سمنان
206,2,مشکی,1389,460000,11,دنده ای,سالم,سالم و پلمپ,خط و خش جزئی,دارد,490000000,سمنان
206,2,سفید,1392,250000,8,دنده ای,تعویضی,سالم و پلمپ,سالم و بی خط و خش,دارد,500000000,سمنان
206,2,بنفش,1382,490000,8,دنده ای,تعویضی,سالم و پلمپ,دور رنگ,دارد,190000000,سمنان
206,2,سفید,1391,300000,9,دنده ای,سالم,ضربه خورده,دور رنگ,دارد,300000000,سمنان
206,2,سفید,1394,"177,680",4,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,445000000,شیراز
206,2,سفید,1390,"245,000",11,دنده ای,سالم,سالم و پلمپ,دور رنگ,دارد,400000000,ارومیه
206,2,سفید,1396,"109,000",9,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,493000000,مشهد
206,2,نوک مدادی,1384,"290,000",6,دنده ای,سالم,سالم و پلمپ,خط و خش جزئی,دارد,274000000,قم
206,2,نقره ای,1385,"440,000",1,دنده ای,سالم,سالم و پلمپ,رنگ شدگی در 2 ناحیه,دارد,265000000,شیراز
206,2,مشکی,1395,"150,000",12,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,480000000,کرج
206,2,خاکستری,1382,"229,350",5,دنده ای,سالم,,دور رنگ,دارد,280000000,مشهد
206,2,نقره ای,1382,"200,000",10,دنده ای,سالم,سالم و پلمپ,تمام رنگ,دارد,259000000,اصفهان
206,2,سفید,1397,"131,000",ندارد,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,410000000,ابادان
206,2,خاکستری,1382,"250,000",12,دنده ای,سالم,سالم و پلمپ,دور رنگ,دارد,255000000,بوشهر
206,2,نوک مدادی,1388,260000,10,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,34000000,تبریز
206,2,نقره ای,1385,200000,3,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,265000000,تبریز
206,2,سفید,1387,22000,7,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,365000000,تبریز
206,2,سفید,1386,333233,1,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,307000000,تبریز
206,2,نوک مدادی,1384,275000,6,دنده ای,سالم,سالم و پلمپ,خط و خش جزئی,دارد,257000000,تبریز
206,2,نقره ای,1386,350000,6,دنده ای,سالم,سالم و پلمپ,رنگ شده در ۴ ناحیه,دارد,290000000,تبریز
206,2,خاکستری,1385,357000,10,دنده ای,سالم,سالم و پلمپ,رنگ شدگی در 2 ناحیه,دارد,255000000,تبریز
206,2,نقره ای,1382,350000,1,دنده ای,سالم,سالم و پلمپ,رنگ شدگی در 2 ناحیه,دارد,201000000,تبریز
206,2,نقره ای,1382,400000,10,دنده ای,سالم,سالم و پلمپ,رنگ شدگی در 2 ناحیه,دارد,228000000,تبریز
206,2,سفید,1390,200000,6,دنده ای,سالم,سالم و پلمپ,خط و خش جزئی,دارد,380000000,تبریز
206,2,سفید,1388,300000,12,دنده ای,سالم,سالم و پلمپ,تمام رنگ,دارد,360000000,بوشهر
206,2,سفید,1398,64000,8,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,540000000,بوشهر
206,2,سفید,1382,144000,6,دنده ای,سالم,سالم و پلمپ,دور رنگ,دارد,245000000,بوشهر
206,2,خاکستری,1382,250000,12,دنده ای,سالم,سالم و پلمپ,دور رنگ,دارد,255000000,بوشهر
206,2,سفید,1399,130000,12,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,555000000,بوشهر
206,2,سفید,1396,125000,6,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,475000000,بوشهر
206,2,سفید,1395,180000,11,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,455000000,بوشهر
206,2,نقره ای,1383,300000,11,دنده ای,سالم,سالم و پلمپ,تمام رنگ,دارد,184000000,بوشهر
206,2,نقره ای,1385,250000,6,دنده ای,سالم,سالم و پلمپ,خط و خش جزئی,دارد,322000000,بوشهر
206,2,سفید,1389,293000,5,دنده ای,سالم,سالم و پلمپ,رنگ شدگی در 5 ناحیه,دارد,310000000,گرگان
206,2,مشکی,1396,130000,4,دنده ای,سالم,سالم و پلمپ,رنگ شدگی در 3 ناحیه,دارد,468000000,گرگان
206,2,سفید,1389,44440,10,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,370000000,گرگان
206,2,سفید,1396,90000,ندارد,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,520000000,گرگان
206,2,نقره ای,1382,350000,8,دنده ای,سالم,سالم و پلمپ,دور رنگ,دارد,268000000,گرگان
206,2,خاکستری,1398,92000,6,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,545000000,گرگان
206,2,مشکی,1397,300000,10,دنده ای,سالم,سالم و پلمپ,رنگ شدگی در 1 ناحیه,دارد,315000000,گرگان
206,2,خاکستری,1401,85000,4,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,600000000,گرگان
206,2,سفید,1399,82000,6,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,580000000,گرگان
206,2,نقره ای,1383,300000,3,دنده ای,سالم,سالم و پلمپ,دور رنگ,دارد,200000000,گرگان
206,2,سفید,1383,211000,1,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,285000000,تهران
206,2,طوسی,1395,120000,11,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,415000000,تهران
206,2,نقره,1398,114000,10,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,500000000,تهران
206,2,آبی,1397,173000,2,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,450000000,تهران
206,2,قرمز,1398,70000,7,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,530000000,تهران
206,2,نوک مدادی,1384,300000,9,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,290000000,تهران
206,2,قرمز,1401,60000,10,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,610000000,تهران
206,2,مشکی,1382,500000,7,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,235000000,تهران
206,2,سفید,1399,108000,5,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,480000000,جم
206,2,نقره,1383,260000,3,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,,جم
206,2,مشکی,1396,180000,6,دنده ای,سالم,سالم و پلمپ,رنگ شدگی در 1 ناحیه,دارد,300000000,جم
206,2,سفید,1395,135000,4,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,475000000,جم
206,2,طوسی,1400,102000,7,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,440000000,جم
206,2,قرمز,1399,90000,2,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,565000000,جم
206,2,نوک مدادی,1388,255555,1,دنده ای,سالم,سالم و پلمپ,رنگ شدگی در 2 ناحیه,دارد,560000000,جم
206,2,سفید,1400,85000,8,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,310000000,جم
206,2,نقره,1394,121000,5,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,570000000,جم
206,2,سفید,1396,140000,6,دنده ای,سالم,سالم و پلمپ,سالم و بی خط و خش,دارد,440000000,جم
,,,,570000,,,,,,,,
